stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"8503424:0:6","Schaffhausen","47.6985861638521","8.63272903321472","","8503424P"
"8503424P","Schaffhausen","47.6982838660644","8.63272903321472","1",""
"8503425","Feuerthalen","47.6921649820926","8.64595223419879","",""
"8503426","Langwiesen","47.6834509842625","8.66229258921921","",""
"8503426:0:1","Langwiesen","47.6835114611585","8.66229258921921","",""
"8503427","Schlatt","47.6795016911819","8.68749931609511","",""
"8503428","Diessenhofen","47.6854708746516","8.75227683124198","","8503428P"
"8503428P","Diessenhofen","47.6854708746516","8.75227683124198","1",""
"8503429","Schlattingen","47.6666296384468","8.77041381683088","",""
"8503429:0:1","Schlattingen","47.6666901348416","8.77041381683088","",""
"8503435","Riaz, CO","46.6449918455404","7.06535750841764","",""
"8503436","Seuzach, Alterszentrum","47.5358604715594","8.72741146417409","",""
"8503443","Münchwilen TG, Zentrum","47.4766226284322","8.99875657893301","",""
"8503444","Münchwilen TG, Brunnenstrasse","47.482863895299","8.99025851634405","",""
"8503445","Wängi, Rosental (Bus)","47.4922547545966","8.97628971367405","",""
"8503446","Zürich Landesmuseum","47.3788453295376","8.54171172861506","",""
"8503447","Zürich Storchen","47.371028196226","8.54196325689465","",""
"8503448","Wängi, Dorfschulhaus","47.4982574687648","8.95414624191742","",""
"8503449","Zürich Enge Hafen","47.3591390660251","8.53716625327678","",""
"8503470","Hemishofen, Dorf","47.6780743080342","8.8312207784214","",""
"8503471","Ramsen, Post","47.7071706892973","8.81603925011766","",""
"8503472","Rielasingen, Kirche","47.731477778497","8.83699694569909","",""
"8503473","Singen (Htw), Bahnhof","47.7584367925026","8.83904510454717","",""
"8503474","Ramsen, Sonne","47.7073943516968","8.81237412375794","",""
"8503479","Schaffhausen, Kreuz","47.6928240663521","8.62441063368261","",""
"8503480","Neuhausen, Rheinhof","47.6824228663037","8.61790683102468","",""
"8503481","Neuhausen, Kreuzstrasse","47.6837170820804","8.61255287193058","",""
"8503482","Beringen, Enge","47.6946622022928","8.60143172871163","",""
"8503483","Beringen, Sonne","47.6969114120665","8.57488651206221","",""
"8503484","Löhningen, Dorf","47.7011918981095","8.55186269132702","",""
"8503485","Siblingen, Dorf","47.7139828944839","8.52128403905133","",""
"8503486","Siblingen, Siblingerhöhe","47.7216886192112","8.50437774540185","",""
"8503487","Schleitheim, Hohbrugg","47.7323659630169","8.49071436992849","",""
"8503488","Schleitheim, Bahnhofstrasse","47.7472272112202","8.48051849145232","",""
"8503490","Gächlingen, Dorf","47.7022921922603","8.49804462264793","",""
"8503491","Beggingen, Dorf","47.7666491769174","8.53537860586113","",""
"8503492","Schleitheim, Bachmühle","47.7552420662837","8.49411898485578","",""
"8503493","Schleitheim, Mattenhof","47.7638474502938","8.50545572374294","",""
"8503495","Schaffhausen, Bahnhof","47.6978606462172","8.6327469995204","","8503495P"
"8503495:0:A","Schaffhausen, Bahnhof","47.6979815665241","8.6327469995204","","8503495P"
"8503495:0:C1","Schaffhausen, Bahnhof","47.6979211064057","8.6327469995204","","8503495P"
"8503495P","Schaffhausen, Bahnhof","47.6978606462172","8.6327469995204","1",""
"8503499","Zürich Central (Polybahn)","47.3765398519527","8.54403836520125","",""
"8503500","Zürich Polyterrasse","47.3768561767436","8.54640093439881","",""
"8503501","Döttingen","47.5752667474955","8.25634391226908","","8503501P"
"8503501:0:1","Döttingen","47.5753273497049","8.25634391226908","","8503501P"
"8503501:0:2","Döttingen","47.575387951844","8.25634391226908","","8503501P"
"8503501P","Döttingen","47.5752667474955","8.25634391226908","1",""
"8503502","Siggenthal-Würenlingen","47.5179238395802","8.240156270847","","8503502P"
"8503502P","Siggenthal-Würenlingen","47.5179238395802","8.240156270847","1",""
"8503503","Turgi","47.4917570265596","8.25344235390097","","8503503P"
"8503503:0:1","Turgi","47.4919998213133","8.25344235390097","","8503503P"
"8503503:0:2","Turgi","47.4919391227301","8.25344235390097","","8503503P"
"8503503:0:3","Turgi","47.4918784240768","8.25344235390097","","8503503P"
"8503503:0:4","Turgi","47.4918177253533","8.25344235390097","","8503503P"
"8503503P","Turgi","47.4917570265596","8.25344235390097","1",""
"8503504","Baden","47.4764222641981","8.3076916139165","","8503504P"
"8503504:0:1","Baden","47.4765436971585","8.3076916139165","","8503504P"
"8503504:0:2","Baden","47.4766651298382","8.3076916139165","","8503504P"
"8503504:0:2CD","Baden","47.4767865622374","8.3076916139165","","8503504P"
"8503504:0:3","Baden","47.4764829807134","8.3076916139165","","8503504P"
"8503504:0:4","Baden","47.4766044135334","8.3076916139165","","8503504P"
"8503504:0:5","Baden","47.4767258460729","8.3076916139165","","8503504P"
"8503504P","Baden","47.4764222641981","8.3076916139165","1",""
"8503505","Wettingen","47.459637529686","8.31598306399008","","8503505P"
"8503505:0:1","Wettingen","47.4598197371982","8.31598306399008","","8503505P"
"8503505:0:3","Wettingen","47.4598804728954","8.31598306399008","","8503505P"
"8503505:0:4","Wettingen","47.459759001431","8.31598306399008","","8503505P"
"8503505:0:5","Wettingen","47.4596982655936","8.31598306399008","","8503505P"
"8503505P","Wettingen","47.459637529686","8.31598306399008","1",""
"8503506:0:3","Killwangen-Spreitenbach","47.4335692771661","8.35419739618185","","8503506P"
"8503506:0:4","Killwangen-Spreitenbach","47.4333869786992","8.35419739618185","","8503506P"
"8503506:0:5","Killwangen-Spreitenbach","47.4334477449251","8.35419739618185","","8503506P"
"8503506:0:6","Killwangen-Spreitenbach","47.4335085110807","8.35419739618185","","8503506P"
"8503506P","Killwangen-Spreitenbach","47.4333262124033","8.35419739618185","1",""
"8503508:0:1","Dietikon","47.4061444926443","8.40497017604735","","8503508P"
"8503508:0:11","Dietikon","47.405901301238","8.40497017604735","","8503508P"
"8503508:0:12","Dietikon","47.4062052903205","8.40497017604735","","8503508P"
"8503508:0:3","Dietikon","47.405840503211","8.40497017604735","","8503508P"
"8503508:0:4","Dietikon","47.4059620991948","8.40497017604735","","8503508P"
"8503508:0:5","Dietikon","47.4060228970815","8.40497017604735","","8503508P"
"8503508:0:6","Dietikon","47.406083694898","8.40497017604735","","8503508P"
"8503508P","Dietikon","47.4057797051138","8.40497017604735","1",""
"8503509","Schlieren","47.3991766141354","8.44722692701821","","8503509P"
"8503509:0:1","Schlieren","47.3994198365867","8.44722692701821","","8503509P"
"8503509:0:3","Schlieren","47.3992374198535","8.44722692701821","","8503509P"
"8503509:0:4","Schlieren","47.3992982255014","8.44722692701821","","8503509P"
"8503509:0:5","Schlieren","47.3993590310791","8.44722692701821","","8503509P"
"8503509P","Schlieren","47.3991766141354","8.44722692701821","1",""
"8503511:0:1","Neuenhof","47.4507814835001","8.33123645751655","","8503511P"
"8503511:0:2","Neuenhof","47.4507207372926","8.33123645751655","","8503511P"
"8503511P","Neuenhof","47.4506599910149","8.33123645751655","1",""
"8503512:0:1","Glanzenberg","47.3989333905613","8.42042119893635","","8503512P"
"8503512:0:2","Glanzenberg","47.3989941965601","8.42042119893635","","8503512P"
"8503512:0:3","Glanzenberg","47.3990550024887","8.42042119893635","","8503512P"
"8503512P","Glanzenberg","47.3988725844924","8.42042119893635","1",""
"8503515","Wängi, Froheggstrasse","47.5025360321447","8.94960076657914","",""
"8503516","Matzingen, Kirche","47.5197923985402","8.93228124789891","",""
"8503519","Weisslingen, Bergwiesenstrasse","47.4355684422483","8.76745835954572","",""
"8503521","St-Imier, Fontenayes","47.1477434879603","6.98414980672193","",""
"8503522","Guarda, Pitschen","46.7762528052912","10.1492109971593","",""
"8503524","Bellinzona, Carmagnola","46.2091671863618","9.03863279440062","",""
"8503525","Otelfingen Golfpark","47.4558110260615","8.40209556713777","",""
"8503525:0:1","Otelfingen Golfpark","47.4558717663893","8.40209556713777","",""
"8503526","Regensdorf-Watt","47.4365649581788","8.47206534462758","","8503526P"
"8503526:0:3","Regensdorf-Watt","47.4366257207349","8.47206534462758","","8503526P"
"8503526:0:4","Regensdorf-Watt","47.4366864832207","8.47206534462758","","8503526P"
"8503526P","Regensdorf-Watt","47.4365649581788","8.47206534462758","1",""
"8503527","Buchs-Dällikon","47.453399578363","8.43557577778156","",""
"8503527:0:1","Buchs-Dällikon","47.4534603214763","8.43557577778156","",""
"8503528","Otelfingen","47.4549363575613","8.38750692692163","","8503528P"
"8503528:0:1","Otelfingen","47.4549970988995","8.38750692692163","","8503528P"
